Business Name,Home page,Social Links,Units as of 2022,2023 Rank,2022 Rank
Jamba,https://www.entrepreneur.com/franchises/directory/jamba/334421,"https://www.facebook.com/jambajuice,https://twitter.com/jambajuice,https://www.linkedin.com/company/jamba-juice,https://www.instagram.com/jambajuice",816,292,189
Patrice & Associates,https://www.entrepreneur.com/franchises/directory/patrice-associates/334198,"https://www.facebook.com/patriceandassociates,https://twitter.com/patricecareers,https://www.linkedin.com/company/patrice-and-associates-franchising-inc/",205,289,200
Your CBD Store,https://www.entrepreneur.com/franchises/directory/your-cbd-store/336092,"https://www.facebook.com/yourcbdstoreofficial,https://www.linkedin.com/company/sunflorainc,https://www.instagram.com/yourcbdstoreofficial,https://www.youtube.com/channel/UC4bkL2kboBt2PtJc-bzc7pw",275,286,314
College Hunks Hauling Junk & Moving,https://www.entrepreneur.com/franchises/directory/college-hunks-hauling-junk-moving/329044,"https://www.facebook.com/collegehunkshaulingjunk,https://twitter.com/collegehunks,https://www.linkedin.com/company/college-hunks-hauling-junk,https://www.instagram.com/collegehunks,https://www.youtube.com/channel/UC-zo_ofBvBf5jTrjpvit_ow",181,290,349
Moe's Southwest Grill,https://www.entrepreneur.com/franchises/directory/moes-southwest-grill/305251,"https://www.facebook.com/moessouthwestgrill,https://twitter.com/moes_hq,https://www.linkedin.com/company/moe%27s-southwest-grill,https://www.instagram.com/moessouthwestgrill,https://www.youtube.com/moessouthwestgrill1",642,293,268
Tutor Doctor,https://www.entrepreneur.com/franchises/directory/tutor-doctor/329461,"https://www.facebook.com/tutordoctor,https://twitter.com/tutordoctor,https://www.linkedin.com/company/tutor-doctor_2,https://www.instagram.com/tutordoctorglobal,https://www.youtube.com/user/tutordoctortv,https://www.pinterest.com/tutordoctor0840",734,291,197
Mosquito Authority,https://www.entrepreneur.com/franchises/directory/mosquito-authority/336239,"https://www.facebook.com/themosquitoauthority,https://www.linkedin.com/company/the-mosquito-authority",528,294,290
Handel's Homemade Ice Cream,https://www.entrepreneur.com/franchises/directory/handels-homemade-ice-cream/291697,"https://www.facebook.com/handelshomemadeicecream,https://www.instagram.com/handelsicecream",85,295,385
X-Golf,https://www.entrepreneur.com/franchises/directory/x-golf/335055,"https://www.facebook.com/xgolfamerica,https://www.linkedin.com/company/xgolf,https://www.instagram.com/xgolfamerica",59,299,254
100% Chiropractic,https://www.entrepreneur.com/franchises/directory/100-chiropractic/334883,"https://www.facebook.com/100percentchiropractic,https://www.linkedin.com/company/100-chiropractic,https://www.instagram.com/100_percent_chiropractic,https://www.youtube.com/channel/UCpTduewxwHyP43qRhKUcfoA",86,296,454
Zaxby's,https://www.entrepreneur.com/franchises/directory/zaxbys/329223,"https://www.facebook.com/zaxbys,https://twitter.com/zaxbys,https://www.linkedin.com/zaxbys,https://www.instagram.com/realzaxbys",912,298,169
Wingate by Wyndham,https://www.entrepreneur.com/franchises/directory/wingate-by-wyndham/282952,"https://www.facebook.com/wingatehotels,https://twitter.com/wingatehotels,https://www.instagram.com/wingatebywyndham",179,300,455
City Wide Facility Solutions,https://www.entrepreneur.com/franchises/directory/city-wide-facility-solutions/302664,"https://www.facebook.com/CityWideFacilitySolutions,https://twitter.com/CityWide_FS,https://www.linkedin.com/company/city-wide-facility-solutions,https://www.instagram.com/citywidefacilitysolutions,https://www.youtube.com/c/CityWideFacilitySolutions",79,136,191
The Exercise Coach,https://www.entrepreneur.com/franchises/directory/exercise-coach-the/334302,"https://www.facebook.com/theexercisecoach,https://twitter.com/enjoystrength,https://www.instagram.com/theexercisecoach,https://www.youtube.com/user/theexercisecoach",199,137,204
Kitchen Tune-Up,https://www.entrepreneur.com/franchises/directory/kitchen-tune-up/282502,"https://www.facebook.com/kitchentuneup,https://twitter.com/Kitchentuneup,https://www.linkedin.com/company/kitchen-tune-up-franchise-system,https://www.instagram.com/kitchentuneup,https://www.youtube.com/user/KTUHomeOffice,https://www.pinterest.com/ktuofficial",261,138,263
BrightStar Care,https://www.entrepreneur.com/franchises/directory/brightstar-care/328298,"https://www.facebook.com/brightstarcare,https://twitter.com/brightstarcare,https://www.linkedin.com/company/brightstarcare,https://www.youtube.com/brightstarcare",365,141,155
Molly Maid,https://www.entrepreneur.com/franchises/directory/molly-maid/282594,"https://www.facebook.com/mollymaid,https://twitter.com/mollymaid,https://www.linkedin.com/company/molly-maid-corporate-usa,https://www.instagram.com/mollymaid,https://www.youtube.com/user/mollymaid,https://www.pinterest.com/mollymaid",488,142,69
Aqua-Tots Swim Schools,https://www.entrepreneur.com/franchises/directory/aqua-tots-swim-schools/335128,"https://www.facebook.com/aquatotsswimschools,https://twitter.com/aqua_tots,https://www.instagram.com/aquatotsofficial,https://www.youtube.com/channel/UCvKVHB54fl4jpx2Y4M9t1ZA,https://www.pinterest.com/aquatotsswimschool",126,139,136
Miracle Method Surface Refinishing,https://www.entrepreneur.com/franchises/directory/miracle-method-surface-refinishing/282588,"https://www.facebook.com/miraclemethodsurfacerefinishing,https://twitter.com/miracle_method,https://www.linkedin.com/company/miracle-method-surface-refinishing,https://www.instagram.com/miracle_method,https://www.youtube.com/miraclemethodcom,https://www.pinterest.com/miraclemethod",167,143,147
Property Management Inc.,https://www.entrepreneur.com/franchises/directory/property-management-inc/333860,"https://www.facebook.com/propertymanagementinc,https://twitter.com/propertymgmtinc,https://www.instagram.com/propertymanagementinc",380,146,218
Carvel,https://www.entrepreneur.com/franchises/directory/carvel/282182,"https://www.facebook.com/carvelicecream,https://twitter.com/carvelicecream,https://www.linkedin.com/company/carvel-corporation,https://www.instagram.com/carvelicecream",358,148,157
CertaPro Painters,https://www.entrepreneur.com/franchises/directory/certapro-painters/282187,"https://www.facebook.com/certapropainters,https://twitter.com/certapro,https://www.linkedin.com/company/certapro,https://www.instagram.com/certapro,https://www.youtube.com/user/certaprorocks,https://www.pinterest.com/certapro",372,150,123
Mosquito Shield,https://www.entrepreneur.com/franchises/directory/mosquito-shield/334653,"https://www.facebook.com/mosquitoshield,https://twitter.com/mosquitoshield,https://www.linkedin.com/company/mosquito-shield",317,144,216
Wireless Zone,https://www.entrepreneur.com/franchises/directory/wireless-zone/282113,"https://www.facebook.com/wirelesszone,https://twitter.com/wirelesszone,https://www.linkedin.com/company/wireless-zone-llc,https://www.instagram.com/wirelesszone/",450,149,172
Popeyes Louisiana Kitchen,https://www.entrepreneur.com/franchises/directory/popeyes-louisiana-kitchen/282707,"https://www.facebook.com/popeyes,https://twitter.com/popeyes,https://www.linkedin.com/company/popeyes-louisiana-kitchen,https://www.instagram.com/popeyes,https://www.youtube.com/user/popeyes","3,851",2,3
Skyhawks Sports & Supertots Sports Academy,https://www.entrepreneur.com/franchises/directory/skyhawks-sports-supertots-sports-academy/329371,"https://www.facebook.com/skyhawkssports,https://twitter.com/skyhawkssports,https://www.linkedin.com/company/skyhawks-sports-academy,https://www.instagram.com/skyhawkssports,https://www.youtube.com/channel/UCI4gX9Gq3BkTxBaILgaXlSg",231,147,156
The UPS Store,https://www.entrepreneur.com/franchises/directory/ups-store-the/282553,"https://www.facebook.com/theupsstore,https://twitter.com/theupsstore,https://www.linkedin.com/company/the-ups-store,https://www.instagram.com/theupsstore,https://www.youtube.com/theupsstore","5,464",4,2
Kumon,https://www.entrepreneur.com/franchises/directory/kumon/282507,"https://www.facebook.com/kumon,https://twitter.com/kumon_na,https://www.linkedin.com/company/kumon,https://www.instagram.com/kumonnorthamerica,https://www.youtube.com/channel/UCiuM9mlCeYLXwiGhSTlZCAg","26,527",6,6
Culver's,https://www.entrepreneur.com/franchises/directory/culvers/282264,"https://www.facebook.com/culvers,https://twitter.com/culvers,https://www.linkedin.com/company/culversrestaurants,https://www.instagram.com/culvers,https://www.youtube.com/user/culversrestaurants",871,8,5
Wingstop,https://www.entrepreneur.com/franchises/directory/wingstop/282950,"https://www.facebook.com/wingstop,https://twitter.com/wingstop,https://www.linkedin.com/company/wingstop-restaurants-inc-,https://www.instagram.com/wingstop,https://www.youtube.com/wingstop","1,873",10,16
Dunkin',https://www.entrepreneur.com/franchises/directory/dunkin/282304,"https://www.facebook.com/dunkinus,https://twitter.com/dunkindonuts,https://www.linkedin.com/company/dunkin,https://www.instagram.com/dunkin","12,957",5,11
Hampton by Hilton,https://www.entrepreneur.com/franchises/directory/hampton-by-hilton/284276,"https://www.facebook.com/hamptonbyhilton,https://twitter.com/hamptonbyhilton,https://www.instagram.com/hamptonbyhilton","2,824",9,17
Servpro,https://www.entrepreneur.com/franchises/directory/servpro/282790,"https://www.facebook.com/servpro,https://twitter.com/servpro,https://www.linkedin.com/company/servpro-industries,https://www.youtube.com/c/servprocorp","2,050",16,8
Smoothie King,https://www.entrepreneur.com/franchises/directory/smoothie-king/282804,"https://www.facebook.com/smoothieking,https://twitter.com/smoothieking,https://www.linkedin.com/company/smoothie-king,https://www.instagram.com/smoothieking,https://www.youtube.com/smoothieking,https://www.pinterest.com/smoothiekingus","1,373",17,13
Tropical Smoothie Cafe,https://www.entrepreneur.com/franchises/directory/tropical-smoothie-cafe/308831,"https://www.facebook.com/tropicalsmoothiecafe,https://twitter.com/tsmoothiecafe,https://www.linkedin.com/company/tropical-smoothie-cafe,https://www.instagram.com/tropicalsmoothiecafe,https://www.youtube.com/user/tscofficial,https://www.pinterest.com/tropicalsmoothiecafe/_created","1,142",11,10
7-Eleven,https://www.entrepreneur.com/franchises/directory/7-eleven/282052,"https://www.facebook.com/7eleven,https://twitter.com/7eleven,https://www.linkedin.com/company/7-eleven,https://www.instagram.com/7eleven","81,887",18,9
KFC,https://www.entrepreneur.com/franchises/directory/kfc/282495,"https://www.facebook.com/kfc,https://twitter.com/kfc,https://www.linkedin.com/company/kfc,https://www.instagram.com/kfc,https://www.youtube.com/channel/UCR8RWMHZcSgqjD0HiUiJ_cQ,https://www.pinterest.com/fingerlickinpins","26,498",13,26
Arby's,https://www.entrepreneur.com/franchises/directory/arbys/282098,"https://www.facebook.com/arbys,https://twitter.com/arbys,https://www.linkedin.com/company/arby%27s,https://www.instagram.com/arbys,https://www.youtube.com/user/arbys/videos,https://www.pinterest.com/arbys","3,561",12,18
McDonald's,https://www.entrepreneur.com/franchises/directory/mcdonalds/282570,"https://www.facebook.com/mcdonalds,https://twitter.com/mcdonalds,https://www.linkedin.com/company/mcdonald%27s-corporation,https://www.instagram.com/mcdonalds","39,696",14,14
Valvoline Instant Oil Change,https://www.entrepreneur.com/franchises/directory/valvoline-instant-oil-change/282918,"https://www.facebook.com/valvoline,https://twitter.com/valvoline,https://www.linkedin.com/in/valvoline,https://www.instagram.com/valvoline,https://www.youtube.com/user/valvoline","1,573",21,39
DoubleTree by Hilton,https://www.entrepreneur.com/franchises/directory/doubletree-by-hilton/284273,"https://www.facebook.com/doubletree,https://twitter.com/doubletree,https://www.instagram.com/doubletree",500,25,44
Budget Blinds,https://www.entrepreneur.com/franchises/directory/budget-blinds/282159,"https://www.facebook.com/budgetblinds,https://twitter.com/budgetblinds,https://www.linkedin.com/company/budget-blinds,https://www.instagram.com/budget_blinds_official,https://www.youtube.com/budgetblinds,https://www.pinterest.com/budgetblinds","1,378",19,15
Planet Fitness,https://www.entrepreneur.com/franchises/directory/planet-fitness/329333,"https://www.facebook.com/planetfitness,https://twitter.com/planetfitness,https://www.linkedin.com/company/planet-fitness,https://www.instagram.com/planetfitness,https://www.youtube.com/planetfitness","2,324",28,7
Great Clips,https://www.entrepreneur.com/franchises/directory/great-clips/282392,"https://www.facebook.com/greatclips,https://twitter.com/greatclips,https://www.instagram.com/greatclips,https://www.youtube.com/user/greatclips","4,447",24,23
Snap-on Tools,https://www.entrepreneur.com/franchises/directory/snap-on-tools/282805,"https://www.facebook.com/snapontools,https://twitter.com/snapon_tools,https://www.linkedin.com/company/snap-on-inc,https://www.instagram.com/snapon_official,https://www.youtube.com/snaponscanner","4,771",20,21
European Wax Center,https://www.entrepreneur.com/franchises/directory/european-wax-center/334108,"https://www.facebook.com/europeanwax,https://twitter.com/europeanwax,https://www.linkedin.com/company/european-wax-center,https://www.instagram.com/europeanwax,https://www.youtube.com/europeanwax,https://www.pinterest.com/europeanwax",893,32,48
The Maids,https://www.entrepreneur.com/franchises/directory/maids-the/282552,"https://www.facebook.com/company/the-maids-international,https://twitter.com/themaidscorp,https://www.linkedin.com/company/53641,https://www.instagram.com/themaidscorp","1,589",26,22
F45 Training,https://www.entrepreneur.com/franchises/directory/f45-training/335387,"https://www.facebook.com/f45functionaltraining,https://twitter.com/f45training,https://www.linkedin.com/company/f45-training,https://www.instagram.com/f45_training,https://www.youtube.com/user/f45training","1,749",29,42
Matco Tools,https://www.entrepreneur.com/franchises/directory/matco-tools/282564,"https://www.facebook.com/matcotools,https://twitter.com/matcotools,https://www.linkedin.com/company/matco-tools,https://www.instagram.com/matcotools,https://www.youtube.com/matcotoolsvideos,https://www.pinterest.com/matcotools","1,919",31,29
Home2 Suites by Hilton,https://www.entrepreneur.com/franchises/directory/home2-suites-by-hilton/334505,"https://www.facebook.com/home2suites,https://twitter.com/home2suites,https://www.instagram.com/home2suites",551,27,49
Hilton Garden Inn,https://www.entrepreneur.com/franchises/directory/hilton-garden-inn/294786,"https://www.facebook.com/hiltongardeninn,https://twitter.com/hiltongardeninn,https://www.instagram.com/hiltongardeninn",953,33,61
Stratus Building Solutions,https://www.entrepreneur.com/franchises/directory/stratus-building-solutions/329456,"https://www.facebook.com/stratusbuildingsolutionscorp,https://twitter.com/stratusbuildsol,https://www.linkedin.com/company/stratus-building-solutions_2,https://www.instagram.com/stratusbuildingsolutionscorp,https://www.youtube.com/channel/UCeCeeal6x25VAapMp3wx06A","2,900",35,32
Sport Clips Haircuts,https://www.entrepreneur.com/franchises/directory/sport-clips-haircuts/282819,"https://www.facebook.com/sportclipshaircuts,https://twitter.com/sportclips,https://www.linkedin.com/company/sport-clips-haircuts,https://www.instagram.com/sportclipshaircuts,https://www.youtube.com/c/SportClipsOfficial/featured","1,895",30,24
Jan-Pro Cleaning and Disinfecting,https://www.entrepreneur.com/franchises/directory/jan-pro-cleaning-and-disinfecting/282471,"https://www.facebook.com/janprointernational,https://twitter.com/janproint,https://www.linkedin.com/company/jan-pro-franchising-international,https://www.instagram.com/janprointernational,https://www.youtube.com/user/janprocleaning","10,418",34,30
Bojangles,https://www.entrepreneur.com/franchises/directory/bojangles/282141,"https://www.facebook.com/bojangles,https://twitter.com/bojangles,https://www.linkedin.com/company/bojangles%27%E2%80%8B-restaurants-inc-,https://www.instagram.com/bojangles,https://www.youtube.com/user/ItsBoTime",773,151,55
Pizza Hut,https://www.entrepreneur.com/franchises/directory/pizza-hut/282696,"https://www.facebook.com/pizzahut,https://twitter.com/pizzahut,https://www.instagram.com/pizzahut","17,358",40,60
HTeaO,https://www.entrepreneur.com/franchises/directory/hteao/335433,"https://www.facebook.com/hteao,https://twitter.com/hteao,https://www.linkedin.com/company/hteao,https://www.instagram.com/hteao,https://www.youtube.com/channel/UCWCuPw9tVpbZ48sOY7zCfUw",60,301,423
Crunch,https://www.entrepreneur.com/franchises/directory/crunch/333837,"https://www.facebook.com/crunch,https://twitter.com/crunchgym,https://www.instagram.com/crunchgym",408,39,43
Pearle Vision,https://www.entrepreneur.com/franchises/directory/pearle-vision/282671,https://www.facebook.com/pearlevision,571,38,45
Sonic Drive-In,https://www.entrepreneur.com/franchises/directory/sonic-drive-in/282811,"https://www.facebook.com/sonicdrivein,https://twitter.com/sonicdrivein,https://www.linkedin.com/company/sonic-drive-in,https://www.instagram.com/sonicdrivein","3,552",42,38
Anago Cleaning Systems,https://www.entrepreneur.com/franchises/directory/anago-cleaning-systems/282095,"https://www.facebook.com/anagocleaning,https://twitter.com/anagocleaning,https://www.linkedin.com/company/anago-cleaning-systems,https://www.instagram.com/anagocleaning,https://www.youtube.com/anagocleaning","1,791",36,34
Papa Johns,https://www.entrepreneur.com/franchises/directory/papa-johns/282662,"https://www.facebook.com/papajohns,https://twitter.com/papajohns,https://www.linkedin.com/company/papa-johns-international,https://www.instagram.com/papajohns","5,759",37,77
Baskin-Robbins,https://www.entrepreneur.com/franchises/directory/baskin-robbins/282121,"https://www.facebook.com/baskinrobbinsus,https://twitter.com/baskinrobbins,https://www.instagram.com/baskinrobbins","7,735",44,36
Hilton Hotels and Resorts,https://www.entrepreneur.com/franchises/directory/hilton-hotels-and-resorts/284278,"https://www.facebook.com/hilton,https://twitter.com/hiltonhotels,https://www.instagram.com/hiltonhotels",540,46,64
Cinnabon,https://www.entrepreneur.com/franchises/directory/cinnabon/282206,"https://www.facebook.com/cinnabon,https://twitter.com/cinnabon,https://www.linkedin.com/company/cinnabon,https://www.instagram.com/cinnabon","1,807",49,28
Taco John's,https://www.entrepreneur.com/franchises/directory/taco-johns/282859,"https://www.facebook.com/tacojohns,https://twitter.com/tacojohns,https://www.linkedin.com/company/taco-john,https://www.instagram.com/tacojohns",369,154,168
Homewood Suites by Hilton,https://www.entrepreneur.com/franchises/directory/homewood-suites-by-hilton/284279,"https://www.facebook.com/homewoodsuites,https://twitter.com/homewoodsuites,https://www.instagram.com/homewoodsuites",534,50,85
The Honey Baked Ham Co.,https://www.entrepreneur.com/franchises/directory/honey-baked-ham-co-the/282438,"https://www.facebook.com/honeybakedhamofficial,https://twitter.com/honeybakedham,https://www.linkedin.com/company/honeybaked-ham,https://www.instagram.com/honeybaked_ham,https://www.youtube.com/channel/UCCG-6tQN0TdL20TECiHyGWQ,https://www.pinterest.com/honeybaked",404,152,166
1-800 Water Damage,https://www.entrepreneur.com/franchises/directory/1-800-water-damage/315752,"https://www.facebook.com/1800waterdamagecorp,https://twitter.com/1800waterdamage,https://www.youtube.com/channel/UCeKhsAwz6yVxH2WBjsXxLpA",172,153,104
Big O Tires,https://www.entrepreneur.com/franchises/directory/big-o-tires/282135,"https://www.facebook.com/bigotires,https://twitter.com/bigotires,https://www.linkedin.com/big-o-tires,https://www.instagram.com/bigotiresofficial,https://www.youtube.com/bigotiresofficial",466,157,138
Holiday Inn and Holiday Inn Express,https://www.entrepreneur.com/franchises/directory/holiday-inn-and-holiday-inn-express/335297,"https://www.facebook.com/holidayinn,https://twitter.com/holidayinn,https://www.linkedin.com/company/intercontinental-hotels-group,https://www.instagram.com/holidayinn","4,250",156,31
Home Instead,https://www.entrepreneur.com/franchises/directory/home-instead/282432,"https://www.facebook.com/homeinsteadinc,https://twitter.com/homeinstead,https://www.linkedin.com/company/homeinsteadinc,https://www.instagram.com/homeinsteadinc,https://www.youtube.com/homeinsteadinc,https://www.pinterest.com/homeinsteadinc/_created","1,187",155,116
The Cleaning Authority,https://www.entrepreneur.com/franchises/directory/cleaning-authority-the/282211,"https://www.facebook.com/thecleaningauthority,https://twitter.com/livelifeweclean,https://www.linkedin.com/company/the-cleaning-authority,https://www.instagram.com/the_cleaning_authority,https://www.youtube.com/user/thecleaningauthority,https://www.pinterest.com/tcauthority",227,159,220
McAlister's Deli,https://www.entrepreneur.com/franchises/directory/mcalisters-deli/282568,"https://www.facebook.com/mcalistersdeli,https://twitter.com/mcalistersdeli,https://www.linkedin.com/company/mcalister%27s-deli-corporation-,https://www.instagram.com/mcalistersdeli",516,48,40
Wild Birds Unlimited,https://www.entrepreneur.com/franchises/directory/wild-birds-unlimited/282942,"https://www.facebook.com/wildbirdsunlimited,https://twitter.com/wbu_inc,https://www.linkedin.com/company/wild-birds-unlimited-inc.,https://www.instagram.com/wildbirdsunlimited,https://www.youtube.com/user/wildbirdsunlimited,https://www.pinterest.com/wbuinc",357,160,188
Postal Annex+,https://www.entrepreneur.com/franchises/directory/postal-annex/282709,"https://www.facebook.com/postalannex,https://twitter.com/postalannex,https://www.linkedin.com/company/postal-annex,https://www.instagram.com/postalannex,https://www.youtube.com/postalannexplus",308,161,140
Express Employment Professionals,https://www.entrepreneur.com/franchises/directory/express-employment-professionals/282332,"https://www.facebook.com/expressemploymentinternational,https://twitter.com/expressfran,https://www.linkedin.com/company/expressemploymentinternational,https://www.instagram.com/expressemploymentinternational,https://www.youtube.com/user/expressep",858,45,25
Petland,https://www.entrepreneur.com/franchises/directory/petland/282684,"https://www.facebook.com/petlandusa,https://twitter.com/petland,https://www.instagram.com/petlandusa,https://www.youtube.com/channel/UChOvesecYqmTGHnes1irMCA",249,158,146
Bin There Dump That,https://www.entrepreneur.com/franchises/directory/bin-there-dump-that/334222,"https://www.facebook.com/dumpsterrental,https://twitter.com/btdtbinrentals,https://www.linkedin.com/company/bin-there-dump,https://www.instagram.com/binthere.dumpthat,https://www.youtube.com/user/bintheredumpthat1,https://www.pinterest.com/btdtbinrentals",227,165,190
Mosquito Joe,https://www.entrepreneur.com/franchises/directory/mosquito-joe/334216,"https://www.facebook.com/mosquitojoecorporate,https://twitter.com/mosquitojoe,https://www.linkedin.com/company/mosquito-joe,https://www.instagram.com/officialmosquitojoe,https://www.youtube.com/user/mosquitojoecorporate",428,167,207
RNR Tire Express,https://www.entrepreneur.com/franchises/directory/rnr-tire-express/328991,"https://www.facebook.com/rnrtires,https://twitter.com/rnrtires,https://www.linkedin.com/company/rnr-tire-express,https://www.instagram.com/rnrtires,https://www.youtube.com/user/rnrwheels,https://www.pinterest.com/rnrtire1",170,170,133
redbox+ Dumpsters,https://www.entrepreneur.com/franchises/directory/redbox-dumpsters/334559,"https://www.facebook.com/redboxplusdumpsters,https://www.linkedin.com/company/redboxplus,https://www.instagram.com/redboxplus_dumpsters,https://www.youtube.com/channel/UCa9NX7EFbLhSi8ZbbIrDhKw",281,162,183
Donatos,https://www.entrepreneur.com/franchises/directory/donatos/329418,"https://www.facebook.com/donatospizza,https://twitter.com/Donatos,https://www.linkedin.com/company/donatospizza,https://www.instagram.com/donatospizza,https://www.youtube.com/user/donatos/videos,https://www.pinterest.com/donatospizza",170,171,180
Ben & Jerry's,https://www.entrepreneur.com/franchises/directory/ben-jerrys/291399,"https://www.facebook.com/benandjerrys,https://twitter.com/benandjerrys,https://www.linkedin.com/company/ben-and-jerry,https://www.instagram.com/benandjerrys,https://www.youtube.com/channel/UCq_qHCl9xAOIw6TSOVIB3LQ,https://www.pinterest.com/benjerry",583,164,112
Senior Helpers,https://www.entrepreneur.com/franchises/directory/senior-helpers/321615,"https://www.facebook.com/seniorhelpersnatl,https://twitter.com/srhelpersnatl,https://www.linkedin.com/company/senior-helpers,https://www.instagram.com/srhelpersnatl,https://www.youtube.com/seniorhelpersnat",348,172,195
The Habit Burger Grill,https://www.entrepreneur.com/franchises/directory/habit-burger-grill-the/336423,"https://www.facebook.com/habitburgergrill,https://twitter.com/habitburger,https://www.linkedin.com/company/the-habit-burger-grill,https://www.instagram.com/habitburgergrill,https://www.youtube.com/user/HabitTube",344,173,208
MaidPro,https://www.entrepreneur.com/franchises/directory/maidpro/282550,"https://www.facebook.com/maidproofficial,https://www.linkedin.com/company/maidpro",265,176,151
CPR Cell Phone Repair,https://www.entrepreneur.com/franchises/directory/cpr-cell-phone-repair/329417,"https://www.facebook.com/cellphonerepairfranchise,https://twitter.com/cprcorporate,https://www.linkedin.com/company/cpr-cell-phone-repair-franchise-systems-inc-,https://www.instagram.com/cprcellphonerepair",471,174,93
PJ's Coffee of New Orleans,https://www.entrepreneur.com/franchises/directory/pjs-coffee-of-new-orleans/290732,"https://www.facebook.com/pjscoffee,https://twitter.com/pjscoffee,https://www.instagram.com/pjscoffee",142,175,280
Screenmobile,https://www.entrepreneur.com/franchises/directory/screenmobile/282781,"https://www.facebook.com/screenmobile.corporation,https://twitter.com/screenmobileus,https://www.linkedin.com/company/screenmobile-corporation,https://www.instagram.com/screenmobile_corporation,https://www.youtube.com/screenmobileus,https://www.pinterest.com/smcorporate",149,163,142
Window Gang,https://www.entrepreneur.com/franchises/directory/window-gang/282945,"https://www.facebook.com/windowgangcorp,https://twitter.com/windowgang,https://www.linkedin.com/company/window-gang,https://www.instagram.com/windowgangcorp,https://www.youtube.com/windowgang101,https://www.pinterest.com/windowgang ",229,177,250
Hungry Howie's Pizza & Subs,https://www.entrepreneur.com/franchises/directory/hungry-howies-pizza-subs/282448,"https://www.facebook.com/hungryhowies,https://twitter.com/hungryhowies,https://www.linkedin.com/company/hungry-howie,https://www.instagram.com/hungryhowies",527,166,227
Maid Brigade,https://www.entrepreneur.com/franchises/directory/maid-brigade/282549,"https://www.facebook.com/maidbrigade,https://twitter.com/maidbrigade,https://www.linkedin.com/company/maid-brigade,https://www.instagram.com/maid.brigade,https://www.youtube.com/user/maidbrigade",416,179,214
Mr. Electric,https://www.entrepreneur.com/franchises/directory/mr-electric/282603,"https://www.facebook.com/mrelectric,https://twitter.com/mrelectric,https://www.linkedin.com/company/mr--electric,https://www.youtube.com/user/mrelectricllc,https://www.pinterest.com/mrelectriccorp",214,168,240
Ziebart,https://www.entrepreneur.com/franchises/directory/ziebart/282971,"https://www.facebook.com/ziebartusa,https://twitter.com/ziebartusa,https://www.linkedin.com/company/ziebart-international,https://www.instagram.com/ziebartusa,https://www.youtube.com/ziebartinternational",400,169,181
Travelodge by Wyndham,https://www.entrepreneur.com/franchises/directory/travelodge-by-wyndham/282884,"https://www.facebook.com/travelodge,https://www.instagram.com/travelodge",453,178,239
ecomaids,https://www.entrepreneur.com/franchises/directory/ecomaids/333783,"https://www.facebook.com/ecomaidscorporate,https://twitter.com/ecomaids,https://www.linkedin.com/company/ecomaids-franchisor,https://www.instagram.com/ecomaids_corp",82,304,213
Salons by JC,https://www.entrepreneur.com/franchises/directory/salons-by-jc/333669,"https://www.facebook.com/sbjccorporate,https://www.linkedin.com/company/salons-by-jc,https://www.instagram.com/salons_by_jc,https://www.youtube.com/channel/UCK8i-5isp6kgiJpnHK5jGMg",134,308,373
Tuffy Tire and Auto Service,https://www.entrepreneur.com/franchises/directory/tuffy-tire-and-auto-service/282894,https://www.facebook.com/tuffy,163,309,277
Two Maids,https://www.entrepreneur.com/franchises/directory/two-maids/334414,"https://www.facebook.com/twomaidsfranchise,https://www.linkedin.com/company/two-maids-&-a-mop-franchising",107,302,300
Jack in the Box,https://www.entrepreneur.com/franchises/directory/jack-in-the-box/331052,"https://www.facebook.com/jackinthebox,https://twitter.com/jackbox,https://www.linkedin.com/company/jack-in-the-box,https://www.instagram.com/jackinthebox,https://www.youtube.com/user/jackinthebox","2,208",306,328
The Entrepreneur's Source,https://www.entrepreneur.com/franchises/directory/entrepreneurs-source-the/282324,"https://www.facebook.com/theentrepreneurssource,https://twitter.com/esourcecoach,https://www.linkedin.com/showcase/the-entrepreneur,https://www.instagram.com/theentrepreneurssource_main,https://www.youtube.com/user/EntrepreneursSource",149,311,316
The Grounds Guys,https://www.entrepreneur.com/franchises/directory/grounds-guys-the/334024,"https://www.facebook.com/groundsguys,https://twitter.com/groundsguysus,https://www.linkedin.com/company/the-grounds-guys,https://www.instagram.com/thegroundsguys,https://www.youtube.com/user/groundsguys,https://www.pinterest.com/groundsguys",251,303,400
Pak Mail,https://www.entrepreneur.com/franchises/directory/pak-mail/282661,"https://www.facebook.com/officialpakmail,https://www.linkedin.com/company/pak-mail-centers-of-america-inc",328,312,355
Weichert,https://www.entrepreneur.com/franchises/directory/weichert/293293,"https://www.facebook.com/weichert,https://www.linkedin.com/company/weichert-realtors,https://www.instagram.com/weichertrealtors",489,314,282
Kid to Kid,https://www.entrepreneur.com/franchises/directory/kid-to-kid/282496,"https://www.facebook.com/kidtokid,https://twitter.com/kidtokid,https://www.linkedin.com/company/kidtokid",110,313,395
i9 Sports,https://www.entrepreneur.com/franchises/directory/i9-sports/306995,"https://www.facebook.com/i9sports,https://twitter.com/i9sports,https://www.linkedin.com/company/i9-sports,https://www.instagram.com/i9_sports,https://www.youtube.com/user/i9SportsFranchise,https://www.pinterest.com/i9sports",202,307,455
